,x1,x2,y,yl
0,6.484159655760711,-1.8101096448125256,1.0628285362860215,1
1,-3.328741598862607,2.358621081254159,0.5738264119309496,0
2,2.6959513257865253,1.4051605434919237,0.2717344238679864,0
3,1.9057819881107256,4.45129783053584,1.3125008242472413,1
4,1.3832938624290827,0.6656280091760562,0.06674234979684673,0
5,5.109362163212803,2.604796667790337,0.9568273288060976,0
6,2.660954005275898,-1.169405520517015,0.22997292575314973,0
7,2.9106141508507237,-9.58932715393166,5.920091025195844,1
8,1.204249120625273,2.8526613440499426,0.5382010402556535,0
9,-7.766775913210425,-7.913531232071876,5.145076251102403,1
10,6.484955990657467,-4.622797894308293,2.1938995222215114,1
11,-1.4226848536694632,-4.776555542466929,1.4672744575881038,1
12,1.99439936574888,1.9554664725652637,0.3201666689063871,0
13,5.202462628375924,-1.4861076932733508,0.6903917935187192,0
14,2.3552674541606224,-1.6452827469454236,0.2823946008194768,0
15,7.998861813401454,-0.5911548845332812,1.3275923287450795,1
16,-8.28248295367129,-4.443377365364946,2.6339654339113863,1
17,2.533127663823734,-1.3069709581759894,0.23771460889020807,0
18,-1.6811692051353502,-2.1302573643284473,0.3413049793574367,0
19,-4.478389591555226,1.5592582808544948,0.5612609773906319,0
20,-0.4297825944212249,2.3799866659645104,0.3577906877981549,0
21,-3.8602403247010217,-3.099740944301174,0.9046359540793942,0
22,-1.7965504453027594,4.686992539690275,1.4388629468479375,1
23,-1.5370339521254617,-0.5035922226905148,0.06406406266676906,0
24,0.19175297145669803,0.23954242924707098,0.004336677841925235,0
25,5.234178188178407,-0.19362019876522793,0.5614577693581198,0
26,-3.16777799597472,-2.221826888025416,0.5133243625073831,0
27,-5.067309041409664,-8.634540690664497,5.183738888694821,1
28,0.008325524158793122,-4.042433272611436,1.021330587298373,1
29,-3.850716909463445,-6.323290636362301,2.801612947184558,1
30,0.7285771713846865,-4.108742735154393,1.065943586014187,1
31,3.9006768102998155,-3.294083099581369,0.9887023764477095,0
32,0.8620141557441182,2.7980395833869878,0.5044787557080012,0
33,1.4352247800701983,2.291612850974143,0.37025625789283534,0
34,-2.130224104519621,6.605164349812368,2.81937153581786,1
35,4.0917036342045705,-4.6641702694562,1.7013295266633714,1
36,5.69043862858372,-6.012569289810234,2.920275449419046,1
37,-1.40412821361391,5.792362171314985,2.1372024659497795,1
38,2.770822178386764,0.002811007748235212,0.15668326006926403,0
39,-8.996075056578489,-1.07571481061053,1.723942370040911,1
40,9.102217514055532,1.3862643297027015,1.8109317979201103,1
41,0.20428198722833615,1.83953751978202,0.21234529863839138,0
42,-1.0021786734281357,-0.5962578781922017,0.04271740166274732,0
43,1.3312684074818788,0.44486508274140774,0.04853794810514396,0
44,-1.4291521630428017,2.389372650510837,0.39850203567541914,0
45,4.6543883579106655,-1.8527256139791908,0.6566458081812543,0
46,1.662246280778945,5.324077141477205,1.8280013726773205,1
47,-2.7282394042555365,-1.4860371640280277,0.28992303589499024,0
48,-1.9076556498266857,4.862962579765137,1.5522936847074675,1
49,-1.141405951884585,-0.7127552903279321,0.05833916561555251,0
50,-10.762675843373646,3.833149348137538,3.282298116433485,1
51,3.715663062002271,-6.44176852591713,2.8752820627277815,1
52,-1.753811235901122,-0.6702150282531603,0.09084678908098365,0
53,-2.599691733489108,-0.9531416707784773,0.19470641190164623,0
54,-1.2434573230770818,-1.391619369265261,0.15259259796661,0
